0.000	2.469284
0.589	2.469284
0.702	2.504306
1.199	2.504306
1.301	2.475345
1.753	2.475345
1.806	2.450994
3.054	2.450994
3.102	2.457081
4.442	2.457081
4.500	2.442250
7.124	2.442250
7.201	2.444860
10.164	2.444860
10.299	3.444538
12.762	3.444538
12.888	4.421688
14.431	4.421688
14.491	4.293073
16.194	4.293073
16.289	3.950063
20.691	3.950063
20.794	3.877274
25.132	3.877274
25.194	4.154102
29.449	4.154102
29.495	3.699798
34.415	3.699798
34.493	3.325014
39.318	3.325014
39.396	3.645187
44.120	3.645187
44.192	4.442763
48.315	4.442763
48.397	4.377284
52.161	4.377284
52.481	4.544847
56.390	4.544847
56.493	4.865717
60.039	4.865717
60.091	4.758875
63.520	4.758875
63.591	4.198638
67.738	4.198638
67.793	4.375196
71.855	4.375196
71.893	4.483850
75.540	4.483850
75.593	4.567708
79.423	4.567708
79.492	4.505577
83.230	4.505577
83.293	4.473554
87.577	4.473554
87.880	4.640113
91.280	4.640113
91.388	4.564799
95.129	4.564799
95.191	4.463295
99.070	4.463295
99.190	4.509348
102.939	4.509348
102.995	4.530139
106.788	4.530139
106.892	4.568306
110.729	4.568306
110.793	4.602286
114.768	4.602286
114.890	4.724231
118.798	4.724231
118.891	4.811104
122.456	4.811104
122.681	4.780034
125.894	4.780034
125.994	4.743163
129.616	4.743163
129.692	4.744569
133.290	4.744569
133.395	4.744117
137.014	4.744117
137.092	4.681634
140.695	4.681634
140.795	4.517076
144.664	4.517076
144.793	4.402340
148.649	4.402340
148.692	4.258291
152.861	4.258291
152.996	4.374575
156.882	4.374575
157.181	4.164052
161.497	4.164052
161.593	4.123290
165.398	4.123290
165.491	4.353560
169.451	4.353560
169.492	4.595058
171.988	4.595058
