0.000	1.669814
0.871	1.669814
1.002	1.684222
1.741	1.684222
1.805	1.679964
2.471	1.679964
2.609	1.689478
3.345	1.689478
3.406	1.676328
4.186	1.676328
4.308	1.663520
5.840	1.663520
5.911	1.775520
9.991	1.775520
10.092	1.615057
15.345	1.615057
15.412	1.841475
19.117	1.841475
19.197	2.157304
22.586	2.157304
22.701	1.967177
26.523	1.967177
26.593	2.287137
29.802	2.287137
29.896	2.176044
33.377	2.176044
33.499	2.100743
37.446	2.100743
37.683	2.410359
40.410	2.410359
40.490	2.207221
43.836	2.207221
43.895	2.119954
47.543	2.119954
47.599	1.847643
51.434	1.847643
51.497	2.022438
55.404	2.022438
55.497	2.969080
57.986	2.969080
58.088	2.479260
60.965	2.479260
61.100	2.232500
64.523	2.232500
64.590	3.267598
66.960	3.267598
67.283	2.361040
70.245	2.361040
70.300	2.249157
73.494	2.249157
73.592	2.274076
76.779	2.274076
76.897	2.285773
80.665	2.285773
80.798	1.975114
83.869	1.975114
84.002	1.792350
88.344	1.792350
88.403	1.814618
92.705	1.814618
92.802	1.738600
96.821	1.738600
96.904	1.750888
101.265	1.750888
101.591	2.141063
104.898	2.141063
104.996	2.912318
107.840	2.912318
107.897	2.160944
113.423	2.160944
113.503	2.983922
119.251	2.983922
119.288	2.581652
125.237	2.581652
125.294	3.196825
130.668	3.196825
130.787	2.867141
136.741	2.867141
136.798	2.223383
144.520	2.223383
144.597	2.199039
147.720	2.199039
147.986	2.171046
151.763	2.171046
151.900	1.804541
155.829	1.804541
155.900	1.606883
160.749	1.606883
160.807	1.517996
165.861	1.517996
165.908	1.970038
169.896	1.970038
169.989	2.494685
172.653	2.494685
172.704	2.153613
175.848	2.153613
175.901	2.053493
178.234	2.053493
